0.7923+/-0.0011 0.84522+/-0.00011 -0.0529+/-0.0011
0.7717+/-0.0013 0.82493+/-0.00013 -0.0533+/-0.0013
0.9672+/-0.0005 0.98110+/-0.00005 -0.0139+/-0.0005
0.7523+/-0.0012 0.80523+/-0.00013 -0.0530+/-0.0012
0.7310+/-0.0008 0.78465+/-0.00009 -0.0537+/-0.0009
0.7120+/-0.0013 0.76505+/-0.00014 -0.0530+/-0.0013
0.6956+/-0.0013 0.74432+/-0.00014 -0.0487+/-0.0013
0.6813+/-0.0012 0.72377+/-0.00013 -0.0425+/-0.0012
0.6635+/-0.0009 0.70340+/-0.00009 -0.0399+/-0.0009
0.6482+/-0.0009 0.68299+/-0.00010 -0.0348+/-0.0009
0.6311+/-0.0010 0.66341+/-0.00011 -0.0323+/-0.0010
0.6145+/-0.0008 0.64275+/-0.00009 -0.0282+/-0.0008
0.5953+/-0.0009 0.62255+/-0.00010 -0.0273+/-0.0009
0.5767+/-0.0009 0.60218+/-0.00010 -0.0255+/-0.0009
0.9352+/-0.0007 0.96211+/-0.00006 -0.0269+/-0.0007
0.5635+/-0.0009 0.58160+/-0.00011 -0.0181+/-0.0009
0.5483+/-0.0009 0.56213+/-0.00011 -0.0138+/-0.0009
0.5304+/-0.0008 0.54173+/-0.00010 -0.0113+/-0.0008
0.5203+/-0.0008 0.51997+/-0.00010 0.0003+/-0.0008
0.5000+/-0.0008 0.49956+/-0.00009 0.0004+/-0.0008
0.4855+/-0.0007 0.47995+/-0.00008 0.0055+/-0.0007
0.4688+/-0.0007 0.45828+/-0.00009 0.0106+/-0.0008
0.4510+/-0.0010 0.43812+/-0.00011 0.0129+/-0.0010
0.4355+/-0.0010 0.41825+/-0.00012 0.0172+/-0.0010
0.4220+/-0.0009 0.39797+/-0.00010 0.0240+/-0.0009
0.9078+/-0.0012 0.94280+/-0.00011 -0.0350+/-0.0012
0.4023+/-0.0009 0.37744+/-0.00010 0.0249+/-0.0009
0.3868+/-0.0009 0.35690+/-0.00010 0.0299+/-0.0009
0.3736+/-0.0011 0.33739+/-0.00013 0.0362+/-0.0011
0.3514+/-0.0012 0.31623+/-0.00013 0.0351+/-0.0012
0.3367+/-0.0008 0.29647+/-0.00009 0.0402+/-0.0008
0.3208+/-0.0015 0.27541+/-0.00017 0.0454+/-0.0015
0.3007+/-0.0009 0.25634+/-0.00010 0.0444+/-0.0009
0.2861+/-0.0009 0.23503+/-0.00010 0.0510+/-0.0009
0.2662+/-0.0014 0.21604+/-0.00015 0.0501+/-0.0014
0.8830+/-0.0010 0.92381+/-0.00009 -0.0408+/-0.0010
0.2495+/-0.0012 0.19594+/-0.00013 0.0536+/-0.0012
0.2278+/-0.0012 0.17581+/-0.00013 0.0520+/-0.0012
0.2059+/-0.0013 0.15525+/-0.00013 0.0507+/-0.0013
0.1885+/-0.0013 0.13554+/-0.00013 0.0529+/-0.0013
0.1655+/-0.0012 0.11628+/-0.00012 0.0492+/-0.0012
0.1425+/-0.0015 0.09595+/-0.00015 0.0465+/-0.0015
0.1178+/-0.0012 0.07601+/-0.00011 0.0417+/-0.0012
0.0902+/-0.0009 0.05724+/-0.00008 0.0330+/-0.0009
0.0622+/-0.0007 0.03782+/-0.00007 0.0243+/-0.0007
0.0333+/-0.0005 0.01886+/-0.00004 0.0144+/-0.0005
0.8582+/-0.0013 0.90441+/-0.00013 -0.0462+/-0.0013
0.8360+/-0.0010 0.88427+/-0.00010 -0.0483+/-0.0010
0.8145+/-0.0011 0.86449+/-0.00011 -0.0499+/-0.0011
