0.9613+/-0.0004 0.971148+/-0.000034 -0.0099+/-0.0004
0.9331+/-0.0004 0.952023+/-0.000032 -0.0189+/-0.0004
0.9089+/-0.0008 0.93276+/-0.00008 -0.0239+/-0.0008
0.8855+/-0.0008 0.91304+/-0.00008 -0.0276+/-0.0008
0.8642+/-0.0009 0.89417+/-0.00009 -0.0300+/-0.0009
0.8466+/-0.0012 0.87390+/-0.00012 -0.0273+/-0.0012
0.8226+/-0.0015 0.85412+/-0.00015 -0.0316+/-0.0015
0.8030+/-0.0016 0.83414+/-0.00017 -0.0312+/-0.0016
0.7864+/-0.0018 0.81314+/-0.00019 -0.0267+/-0.0018
0.7650+/-0.0018 0.79394+/-0.00019 -0.0289+/-0.0018
0.7435+/-0.0014 0.77454+/-0.00016 -0.0311+/-0.0014
0.7318+/-0.0012 0.75454+/-0.00013 -0.0227+/-0.0012
0.7132+/-0.0026 0.73561+/-0.00029 -0.0224+/-0.0026
0.6974+/-0.0014 0.71396+/-0.00015 -0.0165+/-0.0014
0.6777+/-0.0011 0.69546+/-0.00012 -0.0177+/-0.0011
0.6618+/-0.0009 0.67397+/-0.00011 -0.0122+/-0.0010
0.6459+/-0.0007 0.65469+/-0.00008 -0.0088+/-0.0007
0.6326+/-0.0011 0.63360+/-0.00012 -0.0010+/-0.0011
0.6155+/-0.0011 0.61341+/-0.00013 0.0021+/-0.0011
0.6000+/-0.0008 0.59310+/-0.00009 0.0069+/-0.0008
0.5801+/-0.0009 0.57264+/-0.00011 0.0075+/-0.0009
0.5685+/-0.0016 0.55204+/-0.00019 0.0165+/-0.0016
0.5550+/-0.0009 0.53147+/-0.00011 0.0235+/-0.0010
0.5346+/-0.0012 0.51188+/-0.00014 0.0227+/-0.0013
0.5190+/-0.0007 0.49141+/-0.00009 0.0276+/-0.0007
0.5014+/-0.0013 0.47189+/-0.00015 0.0296+/-0.0013
0.4928+/-0.0013 0.45100+/-0.00015 0.0418+/-0.0013
0.4714+/-0.0014 0.43065+/-0.00015 0.0407+/-0.0014
0.4573+/-0.0017 0.41127+/-0.00019 0.0460+/-0.0017
0.4379+/-0.0012 0.39146+/-0.00014 0.0464+/-0.0013
0.4269+/-0.0013 0.36937+/-0.00014 0.0575+/-0.0013
0.4104+/-0.0012 0.34989+/-0.00013 0.0605+/-0.0012
0.3896+/-0.0011 0.33011+/-0.00012 0.0595+/-0.0011
0.3711+/-0.0015 0.31030+/-0.00017 0.0608+/-0.0015
0.3615+/-0.0013 0.28915+/-0.00014 0.0724+/-0.0013
0.3412+/-0.0015 0.26869+/-0.00015 0.0725+/-0.0015
0.3205+/-0.0009 0.25029+/-0.00010 0.0702+/-0.0009
0.3040+/-0.0009 0.23004+/-0.00009 0.0739+/-0.0009
0.2836+/-0.0013 0.20984+/-0.00014 0.0738+/-0.0013
0.2673+/-0.0013 0.19044+/-0.00013 0.0769+/-0.0013
0.2492+/-0.0012 0.17005+/-0.00012 0.0791+/-0.0012
0.2249+/-0.0012 0.15025+/-0.00012 0.0746+/-0.0012
0.2038+/-0.0012 0.13133+/-0.00012 0.0725+/-0.0012
0.1826+/-0.0009 0.11195+/-0.00008 0.0706+/-0.0009
0.1580+/-0.0009 0.09282+/-0.00009 0.0651+/-0.0009
0.1330+/-0.0008 0.07372+/-0.00008 0.0593+/-0.0008
0.1005+/-0.0005 0.05501+/-0.00005 0.0455+/-0.0006
0.0701+/-0.0006 0.03618+/-0.00005 0.0339+/-0.0006
0.0387+/-0.0004 0.01784+/-0.00004 0.0208+/-0.0004
